Salesperson,CustomerName,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24
SHEENA,VIVA GLOBAL LIMITED,"34,891.87200","36,899.13600","103,987.04000","64,295.08800","27,002.01600","40,969.34400","174,058.00000","37,015.13600","21,554.65600",306.24000,"123,406.60000","27,474.36800","28,591.68000","28,068.28800","121,378.68800","51,686.35200","11,002.36800","41,634.72000","39,125.40800","90,722.20800","153,493.98400",,
SHEENA,VIVO ENERGY KENYA LIMITED,,,,,,,,,,,,,,,,,,,208.80000,"15,605.48000","-48,791.92000","128,345.07032",
SHEENA,WARIDI PACKAGING ENTERPRISES,,,"10,904.00000","20,880.00000",,,,"54,322.80000","8,526.00000","5,916.00000","6,786.00000","40,542.00000",,,,"3,480.00000","6,960.00000","3,480.00000","6,612.00000","5,568.00000",,"13,920.00000",
SHEENA,WESTLANDS TRADING LIMITED,"61,596.00000","21,576.00000","-9,744.00000","50,320.80000","63,684.00000","39,328.64000","5,220.00000","8,978.40000","7,656.00000","13,688.00000","35,565.60000","9,396.00000","17,307.20000","69,880.72000","81,682.56000",,,,,,"-4,176.00000",,
SHEENA,X-CENTRIC LIMITED,"4,002.00000",,"2,494.00000","5,800.00000","8,468.00000","9,860.00000","9,280.00000","6,380.00000","11,252.00000","18,560.00000","3,480.00000",,"17,052.00000","9,280.00000","26,216.00000","27,144.00000","29,116.00000","8,120.00000",,"2,320.00000","3,480.00000","15,080.00000",
SHEENA,YEMKEN TRADING COMPANY LIMITED,,,,,,,,"178,176.00000",,"66,125.80000","72,384.00000",,,,,,"188,755.20000",,,,,,
SHEENA,ZD INDUSTRIES LIMITED,,,"101,384.00000",,"19,070.40000","16,704.00000","50,854.40000","22,884.48000","33,319.84000","141,766.66240","44,737.48800","30,814.24000",,"32,112.04800","23,872.80000","80,995.84000","186,570.68800",,"38,114.12000","175,208.72000",,,
ROBERT,CLEANSYSOAPS QUIJO SUPPLIERS,,,,,,,,,,,,"10,208.00000",,,,,,,,,"10,208.00000",,
ROBERT,KENTASTE PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,"18,096.00000"
ROBERT,TERRESTIA FOODS LTD,,,,,,"4,640.00000",,,,,,,,,,,,,,,,,
RACHAEL,ALPHA BREEZE ENTERPRISES,,,,,,,,,,,,,,"111,824.00000","210,477.36000","234,992.80000","144,197.28000","142,329.68000","363,237.76000","301,112.80000","388,639.44000","595,103.20000",
RACHAEL,ALPHA GAS APPLICATIONS EA LTD,,,,,,,,,,,,,,,,,,,,"9,061.92000","1,006.88000",,
RACHAEL,AMAPE LIMITED,,,,,,,,,,,"34,094.72000",,,,,,,,,,,,
RACHAEL,BEECARE APIARIES INTERNATIONAL LTD,"87,001.16000",,,,,"128,865.56000",,"50,112.00000",,"122,345.20000",,,"54,694.00000",,,"103,358.32000",,,,"78,300.00000",,,
RACHAEL,BY CHOICE VENTURES LTD,,,,,,,,,,,,,,,"13,920.00000",,,,,,,,
RACHAEL,CHANDARIA INDUSTRIES LTD,"37,312.74000",,,,,,,,,,,,,,,,,,,,,,
RACHAEL,CIRCULARITY SPACE LTD,,,,,,,,,,,,,,,,"9,280.00000",,,,,,,
RACHAEL,CITIQUEST,,,,,,,,,,,,,,"17,400.00000",,,,"5,568.00000",,,,,
RACHAEL,DHL EXEL SUPPLY CHAIN KENYA LTD,"233,450.00000",,"101,530.16000","12,550.33000","406,240.99000","139,509.43000","136,972.80000","178,717.72000",,,"104,980.00000",580.00000,,,,,,,,,,,
RACHAEL,DKT HEALTHYCARE INTERNATIONAL LTD,,"584,640.00000",,,,,,,,,,,,,,,,,,,,,
RACHAEL,EAT N GO LIMITED,,,,,,,,,,,,,,,,,,,,"24,360.00000",,,
RACHAEL,GENERIC BRANDS LTD,,,,,,,,,,,,,,,,,"104,400.00000","46,400.00000","92,800.00000",,,,
RACHAEL,GOLDEN DIAMOND AQUIFERS,,,,,,,,,,"102,216.88000",,,,,"93,461.20000",,,,"44,660.00000",,,,
RACHAEL,HASANAT VENTURES LTD,,,"17,469.60000",,"17,469.60000",,,"13,920.00000",,"17,469.60000","17,469.60000",,"24,429.60000",,"17,469.60000","17,469.60000","15,149.60000",,,,,,
RACHAEL,HEALTHY KAJUJU,,,"31,215.60000",,,,,,,,,,,,,,"24,116.40000",,,,,,
RACHAEL,HOUSE OF BOOCH,,,,,,,,,,,,,,,,,,,"38,361.20000",,,"36,888.00000",
RACHAEL,IDEAL MANUFACTURING COMPANY LIMITED,,,,,,,,,,,,,,,,,,,,,"14,152.00000",,
RACHAEL,IMAGE QUEST,"10,022.40000",,,,"5,011.20000",,,,"5,011.20000",,,,,"5,011.20000",,,,,,"5,011.20000",,,
RACHAEL,IMPACT CHEMICALS,,,,,,,,,,,,,,,,,,,,,,"82,719.60000","40,124.40000"
RACHAEL,KAKIS COMPANY LIMITED,,,,,,,,,,,,,,,,"70,992.00000","32,712.00000",,,,,,
RACHAEL,KAMBAZE CHILI OIL LTD,,,,,,,,,,,,,,,,,"9,860.00000",,,,,,
RACHAEL,KENYA NUT COMPANY LIMITED,,,,,,,,,,,,,,,,,,"8,126.96000",,,,,
RACHAEL,LOHMAN CHEMICALS & SOLVENTS LTD,,,,,,,,,,,,,,,,,,"10,672.00000","3,596.00000",,"5,800.00000",,
RACHAEL,LUFION MANUFACTURERS,,,,,"20,880.00000",,,"33,176.00000",,"31,088.00000","25,056.00000",,"29,440.80000","19,998.40000","4,292.00000","19,070.40000",,"18,676.00000",,,,,
RACHAEL,MAJIC LEAN,,,"34,800.00000","35,960.00000",,,,,,,,,,,,,,,,,,,
RACHAEL,MAJID AL FUTTAIM,,,,,,,,,,,,,,,,,,,,,"510,898.80000","470,936.80000",
RACHAEL,METAL CROWN,,,,,,,,,,,,,,"107,829.65600","154,836.80000",,"109,040.00000","207,176.00000",,,,,
RACHAEL,METAL CROWN (T)LTD,,,,,,,,,,,,,,,"53,443.12400",,,,,,,,
RACHAEL,PARDIP KANDA SURI (DEEP SURI),,"4,060.00000",,,,,,,,,,,,,,,,,,,,,
RACHAEL,PAUL OCHIIENG FOILS,,,,,,,,,,,,,,,,"6,960.00000",,,,,,,
RACHAEL,PLANT POWER NUTRITION CO.LIMITED,,,,,,,,,,,,,,,,,,"25,520.00000",,,,,
RACHAEL,POLMERK INDUSTRIES LIMITED,,,,"43,500.00000","21,715.20000","22,620.00000",,,"22,620.00000","22,620.00000","22,620.00000",,,,,"102,312.00000",,,,,"47,502.00000","21,715.20000",
RACHAEL,RAINFOREST FARMLANDS KENYA PUBLIC LIMITED COMPANY,"102,080.00000",,,,,,,,,,,,,,,,,,,,,,
RACHAEL,REFRESHING SPRINGS LTD,,,,,,,,,,,,,,,,,,,"55,709.00000","8,120.00000",,,
RACHAEL,RELIABLE PACKERS LIMITED,,,,,,,,,,"2,116,354.95764","3,974,966.82640","2,040,958.40980","2,503,265.63920","6,002,737.17880","2,350,439.88480","4,142,366.78600","1,750,059.20216","3,021,054.21280","4,392,204.98760","1,863,433.44252","2,079,979.64400","1,826,204.30078","1,930,938.38960"
RACHAEL,RINZ PRODUCTS LIMITED,"5,846.40000","73,080.00000","141,931.80000",,"78,431.08000","134,884.80000","234,211.42400","46,519.71200","14,283.77600","73,381.60000","215,052.40000","30,716.80000","-25,496.80000",,"3,085.60000","106,529.76000","-4,222.40000",,,,,,
RACHAEL,ROBBINS EAST AFRICA LTD,,"2,088.00000","2,046.24000",,"2,088.00000",,"2,088.00000","2,088.00000",,"4,176.00000","2,088.00000","2,088.00000",,"5,034.40000","2,088.00000",,,"3,132.00000",,,,,
RACHAEL,SAMUEL GICHEHA,,,,,,,,,,,,,,,,,,,,"29,000.00000",,,
RACHAEL,SCORELINE COMMUNCATIONS LIMITED,,"44,910.56000",,,,,,,"29,000.00000",,,,,,,,,,,,,,
RACHAEL,SOFTQUE COMPUTERS AND PRINTING,,,,,"33,060.00000",,,,,,,,,,,,,,,,,,
RACHAEL,SOLAR PANDA KENYA LIMITED,,,,,,,,,,,,,,"12,528.00000","9,744.00000",,"2,784.00000",,,,,,
RACHAEL,STEFLO MANAGEMENT LIMITED,,,,,,,,,,,,,,,,,,,,"48,000.80000",,,
RACHAEL,STEPA HOLDINGS LIMITED,,,,,,,,,,,"26,912.00000",,,,,,,,,,,,
RACHAEL,TAYEB DISTRIBUTION LIMITED,,,,,"8,120.00000",,,406.00000,,,,,,,,,,,,,,,
RACHAEL,UNIFILTERS KENYA LIMITED,,,,,,,,,,,,,,"15,265.60000","25,375.00000","97,393.60000",,,"14,214.64000","17,381.44000","44,741.20000",,
RACHAEL,VODA MANUFACTURES LIMITED,,"355,674.56000",,,,"-104,400.00000",,,,,,,,,,,,,,,,,
RACHAEL,WATANYHALAL PRODUCTS LIMITED,,,,,,,,,"7,482.00000",,,,,,,,,,,,,,
RACHAEL,YANA OIL LIMITED,"10,440.00000",,,,,,,,,,,,,,,,,,,,,,
RACHAEL,YOPLAN BRANDS LTD,,,,,,,,,,,,,,,,,,,,"5,475.20000",,"24,360.00000","194,230.40000"
RACHAEL,ZAIM LIMITED,,,,,,,,"50,112.00000",,"9,744.00000",,,,,,,,,,,,,
PETER KATU,ABYSINIA LIMITED,,,,,,,,,,,,,,,,,,,,,,,"21,460.00000"
PETER KATU,AFRIKANZ SQIN CARE,,,,,,,,,"74,820.00000","94,516.80000","4,083.20000",,,,,,,,,,,,
PETER KATU,AGRISCOPE AFRICA LIMITED,,,,,,,,,,,,,,,,,,,,,,,"63,298.88000"
PETER KATU,AMIYO FARMS,,,,,,,,,,,,,,,,"21,356.99200",,,,,"19,880.54400",,
PETER KATU,AQUAVIST PREMIUM WATER LIMITED,,,,,,,,,,,,"60,552.00000",,,,,,"23,200.00000","76,977.60000","11,814.36800",,,
PETER KATU,ASPENDOS DAIRY LTD,,,,,,,,,,,,,,,"101,500.00000",,,,,,,,
PETER KATU,BLUE RING PRODUCTS LTD,,,,,,,,,,,,,,,,,,,,"123,841.60000","119,108.80000",,
PETER KATU,CHEKALYN PRIME ENTERPRISES LTD,,,,,,,,,,,,,,,,,,,"11,030.61168","13,609.30560","1,684.32000",,
PETER KATU,COUNTRY MEAT PRODUCTS LIMITED,,,,,,,,,,,,,,,"5,800.00000",,,,,,,"11,600.00000",
PETER KATU,CREST FOODS PROCESSORS LTD,,,,,,,,,,,,,,,,,,,,,"56,422.40000",,
PETER KATU,DEMKA DAIRY LTD,,,,,,,,,"530,073.60000","1,292,054.40000","1,711,696.00000","1,639,915.20000","1,775,194.40000","1,173,340.00000","311,970.40000","869,652.00000","1,228,556.00000","1,187,144.00000","380,990.40000","2,396,374.40000","2,222,444.00000","2,719,388.00000","1,700,652.80000"
PETER KATU,DESIGN PERFECTION PRODUCTS LTD,,,,,,,,,,,,,,,,,,,,"52,501.60000","65,921.40800",,
PETER KATU,DEVANI LIMITED,,,,,,,,,"7,006.40000","49,896.24000",,,,,,,,,,,,,
PETER KATU,DIEMOULD MACHINERY PRODUCT LTD,,,,,,,,,"2,366.40000",,,,"10,648.80000",,,,,,,,,,
PETER KATU,EASTNAT LIMITED,,,,,,,,,,"20,537.80000","9,280.00000",,"25,520.00000",,,,,,,,,,
PETER KATU,ECOFIX (K) LIMITED,,,,,,,,,"25,520.00000",,,"27,840.00000",,,,"55,680.00000","114,144.00000","1,856.00000","162,325.76000",,,,
PETER KATU,ELEGANT PRINTING WORKS LIMITED,,,,,,,,,,,,,,,,,,"148,480.00000",,,,,
PETER KATU,ELIMU SHOP LIMITED,,,,,,,,,,,,,"4,071.60000",,,,,,,,,,
PETER KATU,ELKEIYO DAIRIES LIMITED,,,,,,,,,,,,"11,878.40000","193,172.48000","47,513.60000",,"-47,513.60000",,,,,,,
PETER KATU,FAMPRO DAIRIES LIMITED,,,,,,,,,,,,"14,198.40000","311,715.20000","256,476.00000","126,324.00000",,"10,648.80000",,,,,,
PETER KATU,FARMING SOLUTIONS LIMITED,,,,,,,,,"225,643.20000","147,001.00000","72,662.40000",,"422,699.36000","544,341.60000","391,384.00000","513,207.20000","409,665.60000","165,923.50000","478,384.00000","217,500.00000",,"378,484.80000","220,400.00000"
PETER KATU,FARMLIFE HEALTH SERVICES LIMITED,,,,,,,,,,,,,,,,,,,,"8,352.00000",,,
PETER KATU,FORFOODS KENYA LTD,,,,,,,,"4,640.00000","4,930.00000",,"28,420.00000","9,280.00000","13,920.00000",,,,"3,132.00000",,"4,640.00000","11,020.00000",,,"22,034.20000"
PETER KATU,GITHUNGURI DIARY FARM CS LTD.,,,,,,,,,,"100,323.47000",,,"101,175.20000",,"-110,159.40000","103,240.00000",,,"300,546.14000","167,040.00000","-55,680.00000","133,303.54600","143,840.00000"
PETER KATU,GUANGO DAIRY PRODUCTS LTD,,,,,,,,,,,,,,,,,"6,960.00000",,"21,529.60000","6,960.00000","11,878.40000",,
PETER KATU,HAPPY COW LIMITED,,,,,,,,,"86,262.24000","657,232.80000","910,112.80000","630,958.80000","731,240.80000","10,648.80000","106,488.00000","292,673.80000","523,044.00000","785,552.00000","666,675.20000","246,198.40000","592,226.40000","29,000.00000","123,940.20000"
PETER KATU,HASANAT VENTURES LTD,,,,,,,,,,,,,,,,,,,"26,749.60000",,"14,755.20000","24,232.40000","14,755.20000"
PETER KATU,HK EMPIRES LIMITED,,,,,,,,,,"4,640.00000","9,182.56000",,,"28,768.00000","17,184.24000",,,,"7,888.00000",,"3,619.20000","3,480.00000","2,598.40000"
PETER KATU,ITALIAN GELATI & FOOD PRODUCTS LTD,,,,,,,,,,,,,,,,,,,"184,764.80000","174,388.60000","20,300.00000",,
PETER KATU,IVYFRESH DAIRY,,,,,,,,,"181,145.60000",,,,,,,,,,,,,,
PETER KATU,JAMA AGRO SERVICES,,,,,,,,,,,,,,,,,,,,,,,"121,504.20000"
PETER KATU,JOMUS SPICES LIMITED,,,,,,,,,,,,,"34,800.00000","61,248.00000",,,,,,,,,"169,215.00000"
PETER KATU,JOSHLEY KIM CHEMICALS,,,,,,,,,"34,800.00000","23,200.00000","8,352.00000",,"9,280.00000","99,534.96000",,"62,231.68000",,,"31,552.00000","34,336.00000",,,
PETER KATU,JOSKAB ENTERPRISES,,,,,,,,,,"201,376.00000",,,,,"197,107.20000",,,,"43,616.00000",,,,
PETER KATU,KALON FOODS LIMITED,,,,,,,,,,,,,,,,,,,,,,,0.00000
PETER KATU,KATHY'S FRESH LTD,,,,,,,,,,,,,,,"153,723.20000",,,"25,520.00000","104,516.00000","23,200.00000","45,820.00000","20,880.00000","4,454.40000"
PETER KATU,KENTASTE PRODUCTS,,,,,,,,,,,"30,160.00000",,"19,650.40000",,,,,,,,,,
PETER KATU,KENYA HORTICULTURAL EXPORTERS (1977) LTD,,,,,,,,,,,,"14,848.00000",,,,,,,,,,,
PETER KATU,KIAMBAA DAIRY FARMERS CO-OPERATIVE SOCIETY LTD,,,,,,,,,,"-68,208.00000",,"4,640.00000",,,,,,,,,,,
PETER KATU,KINGS FOOD PROCESSERS LIMITED,,,,,,,,,,,,,,,,,,"148,108.80000","75,724.80000","109,132.80000","77,952.00000","114,144.00000","41,760.00000"
PETER KATU,KOMAX INVESTMENTS LTD,,,,,,,,,,,,,,,0.00000,"10,672.00000",,,,,,"22,040.00000",
PETER KATU,LABCHEM LIMITED,,,,,,,,,,,,,,,,,"220,458.00000","12,572.31200",,,,,
PETER KATU,LAKE GAS LTD,,,,,,,,,,,,,,,,,,,"41,760.00000",,"41,467.68000",,"13,641.60000"
PETER KATU,LAKI LAKI LTD,,,,,,,,,,,,,,,,,,,"850,977.50800","37,239.48000","196,164.70000",,
PETER KATU,LAVINGTON HOTEL LIMITED,,,,,,,,,,,,,,"27,144.00000",,,,,,,,"8,550.36000",
PETER KATU,LELACH DAIRIES LIMITED,,,,,,,,,,,,,,"26,749.60000",,,,,"9,280.00000",,,,
PETER KATU,LENACK LIMITED,,,,,,,,,,"52,362.40000","11,878.40000","54,647.60000","63,011.20000",,,,,,,,,,
PETER KATU,LEO INVESTMENTS LTD/CONCORD,,,,,,,,,,,,,,,,,,,"22,940.16000",,,,
PETER KATU,LEONTRIDE DAIRY,,,,,,,,,,"23,200.00000",,,"23,200.00000",,,,,,,,,,
PETER KATU,LESTER DAIRIES,,,,,,,,,"20,787.20000",,,,,,,,,,,,,,
PETER KATU,LOKI VENTURES LIMITED,,,,,,,"59,160.00000","180,496.00000","22,272.00000","57,749.44000","72,750.56000",,,"21,808.00000","3,480.00000","9,048.00000","5,220.00000","7,830.00000","6,786.00000","6,786.00000","7,482.00000",,"13,572.00000"
PETER KATU,LUFION MANUFACTURERS,,,,,,,,,,,,,,,,,,,"30,392.00000","28,930.40000",,"20,838.24000","9,396.00000"
PETER KATU,MEDITEC EA FAIRLIFE LIMITED,,,,,,,,,,,,,,,,,,,"2,030.00000",,,,
PETER KATU,MELANGINE DAIRIES LIMITED,,,,,,,,,,,,,,,"99,528.00000",,,,,"223,184.00000",,"84,239.20000",
PETER KATU,MELPHINA COMPANY LIMITED,,,,,,,,,,,,"109,109.60000","60,459.20000","129,920.00000","96,117.60000","75,933.60000","139,269.60000","84,448.00000","129,827.20000","142,726.40000","87,603.20000","145,475.60000","88,856.00000"
PETER KATU,MUKURWE-INI WAKULIMA DAIRY LTD,,,,,,,,,,"133,741.06320","22,531.60800","123,093.40000",,"16,820.00000",,,,,,,,"429,385.60000","603,876.28000"
PETER KATU,MULTIDESIGN SERVICES LIMITED,,,,,,,,,,,,,,,,"75,398.93280","53,360.00000",,,,,,
PETER KATU,MURPHY CHEMICALS EAST AFRICA LIMITED,,,,,,,,,,,,,,,,,,"9,396.00000","225,799.80000","62,593.60000","58,819.54000",,
PETER KATU,NAMINI INVESTMENT LIMITED,,,,,,,,,,,,,,,,,,"8,700.00000",,,,,
PETER KATU,NESTLE KENYA LIMITED,,,,,,,,,,,,,,,,,,,,"644,046.15200","24,383.20000",,
PETER KATU,NEXUS DAIRY LIMITED,,,,,,,,,,,,,,,,,,,,,"41,620.80000",,
PETER KATU,NIA COSMETICS LIMITED,,,,,,,,,,"310,981.32368",,,"4,002.00000","57,721.60000","6,310.40000",,"49,033.20000","225,040.00000",,,,,
PETER KATU,NORTHVIEW SUPERMARKET,,,,,,,"17,632.00000",,,,,,,,,,"23,362.40000",,,,,,
PETER KATU,NOSTIMO LTD,,,,,,,,,,"15,544.00000",,,,,,,"23,316.00000",,,"47,652.80000",,,
PETER KATU,OL KALOU DAIRY (2016)LIMITED,,,,,,,,,,,,,,,,,,,"153,978.40000",,,,
PETER KATU,ORTEGIA COMMODITIES LTD,,,,,,,,"5,800.00000",,"5,800.00000",,"5,800.00000",,,"5,800.00000",,,"5,800.00000",,,"5,800.00000",,
PETER KATU,PALM HOUSE DAIRIES,,,,,,,,,"375,840.00000","26,393.01600","216,108.00000","219,240.00000",,"146,624.00000","-101,281.92000",,"665,793.60000","225,504.00000","123,702.40000",,"4,524.00000","762,096.80000","45,230.95200"
PETER KATU,PAPA FARMERS LIMITED,,,,,,,,,,,"18,652.80000","37,120.00000",,,,"10,579.20000",,,,,"42,409.60000",,"25,965.44000"
PETER KATU,PERA FOODS,,,,,,,,,,,,,,,,,,,,,,,"94,280.16000"
PETER KATU,PICKED & PACKED FRESH PRODUCE LIMITED,,,,,,,,,,,,,,,"29,000.00000","78,822.00000","76,560.00000",,"79,460.00000",,"78,826.64000","49,508.80000","19,634.16000"
PETER KATU,POWERPOINT SYSTEMS EAST AFRICA LIMITED,,,,,,,,,,,,,,,"3,480.00000",,"3,480.00000","3,480.00000",,"17,400.00000",,"5,800.00000",
PETER KATU,PRASHA ENTERPRISES,,,,,,,,,,"20,153.26000",,,"135,678.24000",,,,,,,,,,
PETER KATU,PRIMETECH INDUSTRIES E.A. LTD,,,,,,,,928.00000,,"1,809.60000",,,"1,113.60000",,"1,113.60000",,,,,"1,345.60000",,"3,393.00000",
PETER KATU,ROLEK GLOBAL LIMITED,,,,,,,,,,,,,,"19,140.00000",,,,,,,,"17,400.00000",
PETER KATU,S. C. JOHNSON & SON KENYA LIMITED,,,,,,,,,,,,,,,,,"16,240.00000",,"296,148.00000","193,894.00000","198,897.02200","967,039.80000",
PETER KATU,SABIHAH OILS LIMITED,,,,,,,,,,,,,,,,,,,"40,484.00000",,,,
PETER KATU,SHEFA DAIRIES LIMITED,,,,,,,,,,,"30,044.00000","57,628.80000","49,369.60000","47,583.20000","67,465.60000",,,,,,,,
PETER KATU,SINGLE DROP LIMITED,,,,,,,,,,,"23,200.00000","105,444.00000","205,668.00000",,,,"215,690.40000",,,,,,
PETER KATU,SINGLE LINE INVESTMENTS K LIMITED,,,,,,,,,,"39,150.00000",,,,,,,,"35,728.00000","16,866.40000","1,740.00000","33,060.00000",,"15,062.60000"
PETER KATU,SIVAT AGRIBUSINESS LIMITED,,,,,,,,,,"45,936.00000","86,536.00000",,"22,968.00000","38,280.00000",,"46,864.00000",,"46,864.00000",,"58,185.60000","46,864.00000",,"57,573.12000"
PETER KATU,SKY DRIPS LIMITED,,,,,,,,,,,,,,,,,,,"4,936.96000",,,"5,196.80000",
PETER KATU,SLOPES CREAMERIES KENYA LTD,,,,,,,,,"11,600.00000","17,469.60000","5,939.20000","8,839.20000","26,726.40000",,,"20,880.00000","20,300.00000","49,300.00000","31,900.00000","84,100.00000","60,900.00000","69,948.00000","8,700.00000"
PETER KATU,SNAVE K TRANSPORTERS & SUPPLIES,,,,,,,,,,"481,400.00000","643,800.00000","846,800.00000",,"658,300.00000","-5,800.00000",,,,,,"139,200.00000","87,580.00000",
PETER KATU,SOI DAIRY INDUSTRIES LIMITED,,,,,,,,,,,,,,,,,,,,,,"52,200.00000",
PETER KATU,SUPERFOAM LIMITED,,,,,,,,,,,,,,,,,,,,,,"266,119.89200",
PETER KATU,TATU MILK LIMITED,,,,,,,,,"139,945.30000","155,256.72000","329,811.20000","354,036.64000","284,710.40000","487,270.99200","534,621.03200","487,362.40000","153,166.40000","490,705.75200","412,300.65600","607,925.84000","466,612.40000","432,216.00000","692,380.80000"
PETER KATU,THE KIKOY CO LTD,,,,,,,,,,,,,,,"9,570.00000",,,,,,,"9,570.00000","7,830.00000"
PETER KATU,TOP COW DAIRIES LTD,,,,,,,,,,"120,640.00000","99,528.00000","199,056.00000","75,400.00000","72,384.00000","173,814.40000","150,800.00000","186,992.00000","108,576.00000","150,800.00000","174,185.60000","150,800.00000","105,560.00000","220,168.00000"
PETER KATU,UNI RITE SYSTEMS AND SUPPLIES LIMITED,,,,,,,,,,,,,,,,,"9,744.00000",,"16,240.00000",,"16,199.40000",,"14,494.20000"
PETER KATU,UNIQUE HEALING APPROACH LTD,,,,,,,,,"46,893.00000","4,263.00000",,"42,766.30000",,,,,,,,,,,
PETER KATU,UPLANDS DAIRIES LIMITED,,,,,,,,,,"18,634.24000","78,026.24000","9,354.24000","27,840.00000","75,400.00000","103,936.00000",,"83,056.00000","58,000.00000","96,512.00000",,"60,320.00000","100,595.20000","86,665.92000"
PETER KATU,WIMSSY LIMITED,,,,,,,,,,,,,,,"104,859.36000","-104,859.36000",,,,"95,788.16000",,,
PETER KATU,YATTA BEEKEEPERS LIMITED,,,,,,,,,,"42,664.80000",,,,,,,,,,,,,
PETER KATU,ZERO FOUR DROPS,,,,,,,,,,,,,,,,,,,,,,,"61,561.20000"
PETER KATU,ZIARA DAIRIES LTD,,,,,,,,,,,,,"48,256.00000","150,800.00000",,,,,,,"66,352.00000",,
NANCY,CITIQUEST,"5,568.00000",,,,,,,,,,,,,,,,,,,,,,
NANCY,WILD FIRE LIMITED,"20,300.00000",,,,,,,,,,,,,,,,,,,,,,
NAHASHON,BLUE RING PRODUCTS LTD,,,,,,,,"108,460.00000",,,"20,886.96000","16,974.04800","11,661.48000","42,769.20000","45,287.56000","111,264.88000",,,,,,,
NAHASHON,CHEKALYN PRIME ENTERPRISES LTD,,"4,210.80000",,,,"5,743.53120","8,421.60000","8,278.43280","8,421.60000",,"22,401.45600","4,210.80000",,"16,194.73680",,,,,,,,,
NAHASHON,DAWA LIMITED,,"106,400.00000","324,146.88000",,,,,,,,,,,,,,,,,,,,
NAHASHON,FINSBURY TRADING LTD,"9,183.72000","13,014.04000","55,937.52000","35,775.90800",,,,,,,,,,,,,,,,,,,
NAHASHON,FLORA OLA LIMITED,"41,760.00000",,,,,,,,,,,,,,,,,,,,,,
NAHASHON,FLORENSIS KENYA LIMITED,,"2,668.00000",,,"5,336.00000",,,,,,,,,,,,,,,,,,
NAHASHON,FLORENZA LIMITED,,"18,547.10080","7,059.24960","16,207.52000",,,,,,,,,,,,,,,,,,,
NAHASHON,KENYA NUT COMPANY LIMITED,,,"13,108.00000",,,,,,,,,,,,,,"24,643.04000",,,,,,
NAHASHON,MAMA LAYLA SOLAR LIGHTS LTD,,,"3,712.00000",,,,,,,,,,,,,,,,,,,,
NAHASHON,MEDISEL (KENYA) LIMITED,,"104,188.00000","84,362.80000","51,450.00000",,,,,,,,,,,,,,,,,,,
NAHASHON,MEDITEC EA FAIRLIFE LIMITED,,,,,,,,"84,546.60000",,,,,,,,,,"61,770.00000",,,,,
NAHASHON,MURPHY CHEMICALS EAST AFRICA LIMITED,"227,360.00000",,,,"492,712.90000","101,372.40000","40,020.00000",,,"216,792.40000","121,260.60000","15,660.00000",,"297,986.60000",,,"95,282.40000",,,,,,
NAHASHON,RAINFOREST FARMLANDS KENYA PUBLIC LIMITED COMPANY,,,"46,980.00000","20,137.60000",,,,,,,,,,,,,,,,,,,
NAHASHON,ROSETO LIMITED,,,"101,532.48000",,,,,,,,,,,,,,,,,,,,
NAHASHON,SAVANNAH BRANDS COMPANY LIMITED,"3,480.00000","20,302.32000","135,348.80000","32,480.00000","48,048.82400","176,679.36800","151,867.20000","3,480.00000","31,202.84000","5,800.00000",,,,"23,534.25400","23,200.00000","-9,474.41600","69,600.00000","36,018.00000",,,,,
NAHASHON,SIERRA FLORA LIMITED,,,"101,423.44000",,,,,,,,,,,,,,,,,,,,
NAHASHON,SKYFOAM DETERGENTS,,"13,572.00000",,,,,,,,,,,,,,,,,,,,,
NAHASHON,VODA MANUFACTURES LIMITED,,"261,000.00000",,,,,,,,,,,,,,,,,,,,,
NAHASHON,WILD FIRE LIMITED,,"88,763.20000","43,782.46000",,,,,,,,,,,,,,,,,,,,
MOSES,ADVENT LIMITED,,,,"70,000.00000",,"584,764.48000","-70,000.00000","806,019.12200","71,000.00000","200,722.08000","276,447.32850","194,319.43180","1,748,037.37500",,"454,486.26781","289,432.00000","1,048,021.14217","776,455.76333",,,,,
MOSES,INGABO DAIRY LTD,,,,,,,,,,,,,,,,,,"46,400.00000",,,,,
MOSES,ISHYO FOODS LIMITED,,,,,,,"149,796.04200","120,700.00000",,"81,510.00000","281,506.29150",,,"328,860.00000","459,161.96712",,,"544,087.19040",,,,,
MOSES,KASESA DISTILLERS AND DISTRIBUTORS LIMITED RWANDA,,,,"760,834.17900",,"3,376,357.08160","1,959,046.99750",,"2,231,533.40800","3,199,533.93393",,"1,352,761.46499",,,,,"3,290,778.99896",,,,,,
MOSES,NICE COMPANY BURUNDI,,,,,,,,"315,864.80000",,,,,,,,,,,,,,,
MOSES,ORIBUT COMPANY LIMITED,,,"41,917.50000",,,,,,,"83,166.50000",,"155,420.50000","342,656.00000",,,"90,000.00000","510,087.00000","202,254.75000",,,,,
MOSES,RUGARI AGROPROCESSING COMPANY,,,,,,"153,600.00000","17,562.50000","892,042.58000",,,"714,089.65875","1,087,685.69423",,,,,,,,,,,
MOSES,TOP WATER LIMITED,,,,,,,,,,,,,,,,"52,624.00000",,,,,,,
